areacode,行政區,路名,巷,弄
65000090,三峽區,成福路,,
65000090,三峽區,成福路,１０５巷,
65000090,三峽區,成福路,１４０巷,
65000090,三峽區,成福路,１７５巷,
65000090,三峽區,成福路,２０３巷,
65000090,三峽區,成福路,２５１巷,
65000090,三峽區,成福路,２８２巷,
65000090,三峽區,成福路,３１５巷,
65000090,三峽區,成福路,４５巷,
65000090,三峽區,成福路,５１巷,
65000090,三峽區,成福路,６巷,
65000090,三峽區,成福路,７６巷,
65000090,三峽區,文化路,,
65000090,三峽區,文化路,１２０巷,
65000090,三峽區,文化路,１２０巷,２２弄
65000090,三峽區,文化路,１４６巷,
65000090,三峽區,文化路,１８４巷,
65000090,三峽區,文化路,２１０巷,
65000090,三峽區,文化路,２１６巷,
65000090,三峽區,文化路,２２４巷,
65000090,三峽區,文化路,６５巷,
65000090,三峽區,文化路,６５巷,１弄
65000090,三峽區,文化路,８２巷,
65000090,三峽區,文化路,９４巷,
65000090,三峽區,新興街,,
65000090,三峽區,柑樹路,,
65000090,三峽區,柑樹路,１巷,
65000090,三峽區,柑樹路,２巷,
65000090,三峽區,柑樹路,６巷,
65000090,三峽區,樟坑湖路,,
65000090,三峽區,樟坑湖路,１２１巷,
65000090,三峽區,樟坑湖路,１２８巷,
65000090,三峽區,橫溪路,,
65000090,三峽區,橫溪路,１２０巷,
65000090,三峽區,橫溪路,１３０巷,
65000090,三峽區,橫溪路,４２巷,
65000090,三峽區,橫溪路,９９巷,
65000090,三峽區,橫溪路,９９巷,１６弄
65000090,三峽區,正義街,,
65000090,三峽區,正義街,１３９巷,
65000090,三峽區,正義街,１５５巷,
65000090,三峽區,正義街,２７巷,
65000090,三峽區,正義街,４９巷,
65000090,三峽區,正義街,５４巷,
65000090,三峽區,正義街,５９巷,
65000090,三峽區,正義街,７７巷,
65000090,三峽區,民族街,,
65000090,三峽區,民族街,１２４巷,
65000090,三峽區,民族街,１４８巷,
65000090,三峽區,民族街,１５６巷,
