行政區,路名,巷,弄
三重區,五谷王北街,５０巷,
三重區,五谷王北街,５０巷,１２１弄
三重區,五谷王北街,５８巷,
三重區,五谷王北街,６６巷,
三重區,五谷王北街,８０巷,
三重區,五谷王北街,８８巷,
三重區,五谷王北街,１４１巷,
三重區,五谷王北街,１５５巷,
三重區,光復路二段,１７巷,
三重區,光復路二段,３９巷,
三重區,清傳街,,
三重區,疏洪西路,,
三重區,頂文路,,
三重區,三和路三段,８３巷,
三重區,三和路三段,９１巷,
三重區,三和路三段,１０１巷,
三重區,三和路三段,１０７巷,
三重區,仁愛街,８２巷,
三重區,仁愛街,９２巷,
三重區,仁愛街,１０２巷,
三重區,仁愛街,１１２巷,
三重區,忠孝路一段,１０巷,
三重區,忠孝路一段,２１巷,
三重區,忠孝路一段,３０巷,
三重區,忠孝路一段,４８巷,
三重區,明德街,,
三重區,重陽路五段,３巷,
三重區,力行路一段,２３巷,
三重區,大同北路,２７１巷,
三重區,六張街,１２６巷,２３弄
三重區,六張街,１２６巷,２５弄
三重區,六張街,１６６巷,
三重區,六張街,１９４巷,１弄
三重區,六張街,１９４巷,２弄
三重區,六張街,２４８巷,
三重區,安慶街,２９７巷,１弄
三重區,安慶街,２９７巷,３弄
三重區,安慶街,３６１巷,
三重區,自強路一段,３１２巷,
三重區,大同南路,５０巷,
三重區,大同南路,６８巷,
三重區,大同南路,７８巷,
三重區,大同南路,９６巷,
三重區,大同南路,１０８巷,
三重區,正義南路,８９巷,
三重區,正義南路,１０５巷,
三重區,仁和街,,
三重區,仁昌街,,
三重區,仁壽街,,
三重區,仁興街,,
三重區,仁興街,３巷,
三重區,仁興街,１１巷,
三重區,河邊北街,,
三重區,龍門路,２７４巷,
三重區,三和路二段,１３巷,
三重區,三和路二段,２１巷,
三重區,三和路二段,４３巷,
三重區,三和路二段,４７巷,
三重區,安和路,,
三重區,安和路,３巷,
三重區,安和路,１８巷,
三重區,長元街,９８巷,
三重區,長元街,９８巷,６弄
三重區,長元街,９８巷,１８弄
三重區,長元街,９８巷,３６弄
三重區,長安街,,
三重區,長壽街,,
三重區,長壽街,３３巷,
三重區,長壽街,３３巷,７弄
三重區,中央北路,８９巷,
三重區,長生街,,
三重區,三和路二段,１４４巷,
三重區,三和路二段,１５４巷,
三重區,三和路二段,１６８巷,
三重區,中央北路,９０巷,
三重區,中央北路,１１０巷,
三重區,中央北路,１２２巷,
三重區,文化北路,８３巷,
三重區,文化北路,８５巷,
三重區,文化北路,８７巷,
三重區,文化北路,１３１巷,
三重區,河邊北街,５８巷,
三重區,河邊北街,６２巷,
三重區,河邊北街,６８巷,
三重區,長壽街,８１巷,
三重區,長壽街,１２９巷,
三重區,龍濱路,,
三重區,龍濱路,９巷,
三重區,龍濱路,１４巷,
三重區,龍濱路,１７巷,
三重區,龍濱路,２０巷,
三重區,龍濱路,２４巷,
三重區,龍濱路,３０巷,
三重區,龍濱路,３５巷,
三重區,龍濱路,３６巷,
三重區,龍濱路,４２巷,
三重區,龍濱路,４３巷,
三重區,長春街,,
三重區,長壽街,１２０巷,８弄
三重區,長壽街,１２０巷,
三重區,長榮路,,
三重區,長樂街,,
三重區,長興街,,
三重區,河邊北街,８６巷,
三重區,河邊北街,９２巷,
三重區,河邊北街,９４巷,
三重區,長壽街,１２０巷,１９弄
三重區,長樂街,１３５巷,
三重區,正義北路,３５２巷,
三重區,正義北路,３６４巷,
三重區,正義北路,３７２巷,
三重區,重陽路四段,１１４巷,
三重區,重陽路四段,１２６巷,
三重區,三和路三段,１４４巷,
三重區,三和路三段,１７０巷,
三重區,三和路三段,１７０巷,７弄
三重區,三和路三段,１７０巷,８弄
三重區,三和路四段,１４巷,
三重區,大智街,１６５巷,
三重區,大智街,１７９巷,
三重區,大智街,１８７巷,
三重區,忠孝路一段,２１巷,５弄
三重區,忠孝路一段,２１巷,１８弄
三重區,忠孝路一段,４５巷,
三重區,後竹圍街,２巷,１弄
三重區,後竹圍街,２巷,
三重區,後竹圍街,２７巷,
三重區,後竹圍街,３９巷,
三重區,後竹圍街,４８巷,
三重區,三和路三段,１１巷,
三重區,三和路三段,１１巷,３弄
三重區,三和路三段,３５巷,
三重區,三和路三段,４７巷,
三重區,仁愛街,２７巷,
三重區,龍門路,１９巷,
三重區,三陽路,１４巷,
三重區,光陽街,,
三重區,後埔街,,
三重區,重陽路一段,２０巷,
三重區,重陽路一段,２６巷,
三重區,重陽路一段,４４巷,
三重區,重陽路一段,４４巷,２４弄
三重區,重陽路一段,６０巷,３０弄
三重區,捷運路,,
三重區,捷運路,１９巷,
三重區,捷運路,１９巷,２弄
三重區,捷運路,１９巷,４弄
三重區,捷運路,１９巷,６弄
三重區,捷運路,１９巷,８弄
三重區,捷運路,３７巷,
三重區,朝陽街,,
三重區,朝陽街,４巷,
三重區,朝陽街,１６巷,
三重區,朝陽街,２６巷,１弄
三重區,朝陽街,２９巷,
三重區,朝陽街,４５巷,
三重區,朝陽街,５７巷,
三重區,大仁街,３６巷,
三重區,大仁街,４８巷,
三重區,大同北路,１４８巷,
三重區,大同北路,１５６巷,
三重區,大同北路,１７２巷,
三重區,大同北路,１８４巷,
三重區,中正北路,７１巷,
三重區,明志街,,
三重區,正義北路,２巷,
三重區,正義北路,２巷,１弄
三重區,正義北路,１６巷,
三重區,正德街,３５巷,
三重區,正德街,４１巷,
三重區,大仁街,３巷,
三重區,大同北路,５４巷,
三重區,大同北路,６０巷,
三重區,大同北路,１２０巷,
三重區,大同北路,１３２巷,
三重區,國隆路,,
三重區,國隆路,２巷,
三重區,國隆路,８巷,
三重區,國隆路,１２巷,
三重區,自強路三段,７巷,
三重區,自強路三段,８巷,
三重區,車路頭街,４巷,
三重區,車路頭街,１７巷,
三重區,車路頭街,２４巷,
三重區,車路頭街,３１巷,
三重區,忠孝路二段,６５巷,１弄
三重區,忠孝路二段,６５巷,
三重區,忠孝路二段,６５巷,５弄
三重區,仁孝街,,
三重區,仁愛街,１２５巷,
三重區,仁愛街,１２９巷,
三重區,仁愛街,１４１巷,
三重區,仁福街,,
三重區,仁福街,６４巷,
三重區,仁福街,６４巷,８弄
三重區,仁賢街,,
三重區,中央南路,１４巷,
三重區,中央南路,３２巷,１弄
三重區,中央南路,３２巷,３弄
三重區,中央南路,３２巷,
三重區,中央南路,５０巷,
三重區,中央南路,５８巷,
三重區,中央南路,７２巷,
三重區,中央南路,９０巷,
三重區,和平街,,
三重區,福和街,,
三重區,福德南路,６５巷,
三重區,中山路,,
三重區,中興北街,１３６巷,
三重區,中興北街,１３６巷,１８弄
三重區,中興北街,１５０巷,
三重區,中興北街,１６０巷,
三重區,中興北街,１７０巷,
三重區,中興北街,１７５巷,
三重區,中興北街,１８０巷,
三重區,中興北街,１８０巷,２１弄
三重區,中興北街,１８８巷,
三重區,中興北街,１９３巷,
三重區,中興北街,２０４巷,
三重區,中興北街,２３２巷,
三重區,中興北街,２４０巷,
三重區,中興北街,２４７巷,
三重區,光復路二段,８７巷,
三重區,光復路二段,８７巷,３１弄
三重區,光復路二段,８７巷,３９弄
三重區,光復路二段,８８巷,
三重區,光復路二段,８８巷,２２弄
三重區,光復路二段,８８巷,３６弄
三重區,光復路二段,１０２巷,
三重區,光復路二段,１２６巷,
三重區,光復路二段,１２９巷,
三重區,光復路二段,１４３巷,
三重區,光復路二段,１９６巷,
三重區,光華路,,
三重區,重化街,,
三重區,重光街,,
三重區,新北大道二段,,
三重區,新北大道二段,４３巷,
三重區,新北大道二段,１３９巷,
三重區,頂崁街,２０１巷,
三重區,頂崁街,２０３巷,
三重區,頂崁街,２０３巷,２９弄
三重區,頂崁街,２０６巷,１弄
三重區,頂崁街,２０６巷,
三重區,頂崁街,２１０巷,
三重區,頂崁街,２１０巷,５弄
三重區,頂崁街,２１０巷,１２弄
三重區,頂崁街,２１０巷,２３弄
三重區,頂崁街,２１０巷,３７弄
三重區,頂崁街,２１０巷,４８弄
三重區,頂崁街,２１７巷,１弄
三重區,頂崁街,２１７巷,
三重區,頂崁街,２１７巷,４弄
三重區,頂崁街,２１７巷,１１弄
三重區,頂崁街,２２０巷,
三重區,頂崁街,２３４巷,
三重區,頂崁街,２３５巷,
三重區,五華街,９３巷,
三重區,富華街,,
三重區,富福街,,
三重區,三信路,,
三重區,三賢街,,
三重區,五華街,１４１巷,
三重區,五華街,１６５巷,
三重區,五華街,２４１巷,
三重區,吉祥街,,
三重區,如意街,,
三重區,信賢街,,
三重區,富貴街,,
三重區,仁愛街,４４５巷,
三重區,中寮街,１巷,
三重區,中寮街,５７巷,
三重區,光明路,３２巷,１弄
三重區,光明路,３２巷,
三重區,光明路,３２巷,１２弄
三重區,光明路,３２巷,１９弄
三重區,光明路,３２巷,２３弄
三重區,光明路,３２巷,３４弄
三重區,光明路,３２巷,３８弄
三重區,光明路,５８巷,
三重區,光明路,６２巷,
三重區,三和路一段,２７巷,
三重區,三和路一段,３９巷,
三重區,三和路一段,４７巷,
三重區,長元街,６５巷,
三重區,長元街,６５巷,８弄
三重區,長元街,６５巷,１１弄
三重區,長元街,６５巷,１６弄
三重區,長元街,６５巷,１７弄
三重區,長元街,６５巷,２０弄
三重區,長元街,６５巷,２２弄
三重區,開元街,,
三重區,仁信街,,
三重區,仁厚街,,
三重區,仁興街,３１巷,
三重區,仁興街,３３巷,
三重區,仁興街,３９巷,
三重區,河邊北街,２４８巷,
三重區,河邊北街,２５６巷,
三重區,分子尾街,７９巷,
三重區,分子尾街,,
三重區,分子尾街,８９巷,３４弄
三重區,分子尾街,９６巷,
三重區,分子尾街,１３１巷,
三重區,溪尾街,,
三重區,溪尾街,２９１巷,
三重區,溪尾街,３２５巷,
三重區,溪尾街,３２５巷,３弄
三重區,溪尾街,３２５巷,５弄
三重區,溪尾街,３２５巷,２０弄
三重區,碧華街,２３７巷,
三重區,碧華街,２４７巷,
三重區,碧華街,２６１巷,
三重區,碧華街,２９４巷,
三重區,三和路四段,１６７巷,
三重區,三和路四段,１８１巷,
三重區,三和路四段,１９１巷,
三重區,仁美街,,
三重區,仁美街,９６巷,
三重區,溪尾街,１９６巷,
三重區,五華街,９２巷,
三重區,五華街,９８巷,
三重區,五華街,１０４巷,
三重區,五華街,１１０巷,
三重區,五華街,１１０巷,１７弄
三重區,五華街,１１０巷,１９弄
三重區,五華街,１２２巷,
三重區,仁愛街,４０６巷,
三重區,仁愛街,４２２巷,
三重區,仁愛街,４２２巷,１５弄
三重區,仁愛街,４２５巷,
三重區,仁愛街,４５８巷,
三重區,分子尾街,１巷,
三重區,分子尾街,７２巷,
三重區,慈愛街,,
三重區,溪尾街,２２７巷,１弄
三重區,溪尾街,２２７巷,
三重區,溪尾街,２２７巷,３弄
三重區,溪尾街,２５５巷,
三重區,三和路四段,２０３巷,
三重區,溪尾街,２１８巷,
三重區,溪尾街,２３０巷,
三重區,溪尾街,２４２巷,
三重區,三和路四段,２１５巷,
三重區,三和路四段,２３１巷,
三重區,仁美街,１０８巷,
三重區,仁美街,１１４巷,
三重區,仁愛街,５８０巷,２弄
三重區,仁愛街,５８０巷,
三重區,仁愛街,６００巷,
三重區,仁愛街,６００巷,２弄
三重區,三和路四段,１５５巷,
三重區,三和路四段,１６３巷,
三重區,仁政街,,
三重區,仁政街,４４巷,
三重區,仁政街,５４巷,
三重區,仁政街,７０巷,
三重區,仁政街,７６巷,
三重區,仁政街,８６巷,
三重區,仁政街,１０２巷,
三重區,仁政街,１０５巷,
三重區,仁政街,１４５巷,
三重區,仁政街,１５５巷,
三重區,仁政街,１５８巷,
三重區,仁政街,１８８巷,
三重區,仁政街,２００巷,
三重區,仁政街,２０１巷,
三重區,仁愛街,１７２巷,
三重區,仁愛街,１９２巷,
三重區,仁愛街,１９２巷,７弄
三重區,仁愛街,２０４巷,
三重區,仁愛街,２３０巷,
三重區,仁愛街,２６４巷,
三重區,仁愛街,３６６巷,
三重區,自強路四段,,
三重區,自強路四段,７５巷,
三重區,溪尾街,２７巷,
三重區,溪尾街,１１３巷,
三重區,溪尾街,１２３巷,
三重區,福隆路,,
三重區,福隆路,８５巷,
三重區,仁興街,４巷,
三重區,仁興街,２４巷,
三重區,仁興街,２８巷,
三重區,仁興街,４２巷,
三重區,仁興街,５６巷,
三重區,安和路,５８巷,
三重區,安和路,６２巷,
三重區,三寧街,,
三重區,重陽路一段,４３巷,
三重區,重陽路一段,１１３巷,１弄
三重區,重陽路一段,１１３巷,
三重區,重陽路一段,１１３巷,２弄
三重區,重陽路一段,１１７巷,
三重區,重新路三段,１１５巷,
三重區,重新路四段,４１巷,２弄
三重區,重新路四段,４１巷,
三重區,重新路四段,４１巷,５弄
三重區,重新路四段,４１巷,７弄
三重區,新北大道一段,５巷,２弄
三重區,新北大道一段,１５巷,
三重區,過圳街,７巷,
三重區,過圳街,３１巷,
三重區,三德街,,
三重區,五華街,１８０巷,
三重區,仁勇街,,
三重區,仁華街,１１８巷,
三重區,仁華街,１１８巷,２６弄
三重區,仁華街,１２１巷,
三重區,集仁街,,
三重區,集勇街,,
三重區,集英路,,
三重區,集智街,,
三重區,碧華街,１９０巷,
三重區,碧華街,２１６巷,
三重區,碧華街,２１６巷,１１弄
三重區,碧華街,２１６巷,１４弄
三重區,民族街,,
三重區,成功路,４１巷,８弄
三重區,成功路,４１巷,２４弄
三重區,成功路,４１巷,３７弄
三重區,成功路,４１巷,４８弄
三重區,成功路,７３巷,
三重區,成功路,７３巷,１４弄
三重區,集成路,,
三重區,新興路,２８巷,
三重區,三民街,２０６巷,
三重區,三民街,２７２巷,
三重區,三民街,３００巷,
三重區,三民街,３００巷,５弄
三重區,三民街,３００巷,６弄
三重區,三民街,３００巷,８弄
三重區,自由街,,
三重區,自由街,１７巷,
三重區,自由街,１８巷,
三重區,自由街,２７巷,
三重區,自由街,３５巷,
三重區,自由街,３５巷,１０弄
三重區,自由街,３７巷,
三重區,自由街,３９巷,
三重區,忠孝路三段,６５巷,
三重區,忠孝路三段,７５巷,
三重區,六張街,９０巷,
三重區,六張街,１２６巷,２弄
三重區,六張街,１２６巷,４弄
三重區,六張街,１２６巷,
三重區,六張街,１２６巷,２７弄
三重區,正義北路,３０２巷,
三重區,正義北路,３０８巷,
三重區,正義北路,３１４巷,
三重區,正義北路,３３８巷,
三重區,民生東街,２８巷,
三重區,民生東街,４２巷,
三重區,中央南路,４５巷,
三重區,中央南路,９５巷,
三重區,文化南路,２４巷,
三重區,文化南路,４０巷,
三重區,文化南路,２巷,
三重區,文化南路,１０巷,
三重區,重新路四段,８５巷,
三重區,重新路四段,９３巷,
三重區,重新路四段,１４２巷,
三重區,重新路四段,１４２巷,１３弄
三重區,重新路四段,１４４巷,
三重區,重新路四段,１４４巷,１８弄
三重區,重新路四段,１４４巷,２８弄
三重區,重新路四段,１８４巷,
三重區,重新路四段,１８４巷,７弄
三重區,重新路四段,１８４巷,２５弄
三重區,重新路四段,２１４巷,
三重區,重新路四段,２１４巷,５弄
三重區,重新路四段,２１４巷,１５弄
三重區,重新路四段,２４４巷,
三重區,捷運路,２２巷,
三重區,集美街,３３巷,
三重區,福祉街,,
三重區,三和路四段,８９巷,
三重區,三和路四段,１０１巷,
三重區,三和路四段,１０１巷,１２弄
三重區,三和路四段,１０１巷,１４弄
三重區,三和路四段,１１７巷,
三重區,自強路四段,３巷,
三重區,自強路四段,３１巷,
三重區,溪尾街,６０巷,
三重區,溪尾街,６０巷,１７弄
三重區,溪尾街,１０８巷,
三重區,溪尾街,１０８巷,４６弄
三重區,成功路,１４５巷,
三重區,重新路四段,２４４巷,７弄
三重區,重新路四段,２４４巷,３５弄
三重區,集成路,３２巷,
三重區,集美街,７５巷,
三重區,集美街,８９巷,
三重區,三和路四段,１２５巷,
三重區,三和路四段,１３５巷,
三重區,三和路四段,１４５巷,
三重區,溪尾街,１２０巷,
三重區,溪尾街,１２６巷,
三重區,三和路三段,１１３巷,
三重區,三和路三段,１２５巷,
三重區,三和路三段,１３９巷,
三重區,三和路三段,１５１巷,
三重區,三和路三段,１６７巷,
三重區,溪尾街,５巷,
三重區,溪尾街,１９巷,
三重區,重新路五段,３１７巷,１弄
三重區,重新路五段,３１７巷,３弄
三重區,重新路五段,３２６巷,
三重區,疏洪十六路,,
三重區,疏洪西路,３８巷,
三重區,德厚街,,
三重區,中正北路,２０巷,
三重區,民生街,６１巷,
三重區,民生街,６１巷,６弄
三重區,民生街,６１巷,１８弄
三重區,民生街,６１巷,３１弄
三重區,重陽路二段,１９巷,１弄
三重區,重陽路二段,１９巷,
三重區,新北大道一段,４６巷,
三重區,新北大道一段,４６巷,９弄
三重區,新北大道一段,４６巷,１８弄
三重區,中央北路,７６巷,
三重區,文化北路,３９巷,
三重區,文化北路,４３巷,
三重區,河邊北街,１００巷,
三重區,河邊北街,１１０巷,
三重區,河邊北街,１１２巷,
三重區,河邊北街,１２４巷,
三重區,河邊北街,１２８巷,
三重區,中央北路,６巷,
三重區,中央北路,１８巷,
三重區,中央北路,２８巷,
三重區,文化北路,７巷,
三重區,文化北路,１９巷,２弄
三重區,文化北路,１９巷,
三重區,錦通街,,
三重區,仁愛街,５５巷,
三重區,秀江街,５９巷,
三重區,河邊北街,１６０巷,
三重區,河邊北街,１７４巷,
三重區,河邊北街,１７６巷,
三重區,龍門路,２３１巷,
三重區,龍門路,２３１巷,３弄
三重區,龍濱路,１８０巷,
三重區,龍濱路,２０５巷,
三重區,龍濱路,２１９巷,
三重區,龍濱路,２３３巷,
三重區,龍濱路,２４３巷,
三重區,龍濱路,２６７巷,
三重區,龍濱路,２８３巷,
三重區,環河北路一段,,
三重區,文化北路,１９２巷,
三重區,文化北路,２００巷,
三重區,雙園街,１巷,
三重區,雙園街,７巷,
三重區,雙園街,１３巷,
